"BehaviorSpace results (NetLogo 6.0.4)"
"evo_coop_periodic_rainfall_v3.nlogo"
"final_sims"
"06/30/2021 14:40:07:726 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","90","0","90"
"[run number]","show-energy?","average-drought","logistic-growth-rate","gap-width","minimum-plant-number","initial-population","average-rain","energy-transfer-cooperator","energy-transfer-non-cooperator","P","patch-width","[step]","mean cooperator-list","mean noncooperator-list","mean cooperator-lifespan-list","mean noncooperator-lifespan-list","mean cooperator-greentile-list","mean cooperator-blacktile-list","mean noncooperator-greentile-list","mean noncooperator-blacktile-list","mean patchHop-cooperators","mean patchHop-noncooperators"
"7695","false","9","0.4","0","500","40","9","0.3","1","0.8","4","326","1.9388379204892967","28.363914373088686","32.7","192.00943396226415","32.7","0","192.00943396226415","0","0","0"
"7691","false","9","0.4","0","500","40","9","0.3","1","0.8","4","322","1.653250773993808","29.91950464396285","29.210526315789473","185.2941176470588","29.210526315789473","0","185.2941176470588","0","0","0"
"7693","false","9","0.4","0","500","40","9","0.3","1","0.8","4","329","2.6606060606060606","28.651515151515152","37.583333333333336","218.06140350877192","37.583333333333336","0","218.06140350877192","0","0","0"
"7692","false","9","0.4","0","500","40","9","0.3","1","0.8","4","323","1.8148148148148149","28.799382716049383","29","187.10576923076923","29","0","187.10576923076923","0","0","0"
"7698","false","9","0.4","0","500","40","9","0.3","1","0.8","4","311","2.5673076923076925","29.977564102564102","34.541666666666664","192.63025210084032","34.541666666666664","0","192.63025210084032","0","0","0"
"7696","false","9","0.4","0","500","40","9","0.3","1","0.8","4","316","2.2555205047318614","30.391167192429023","33.5","202.20149253731344","33.5","0","202.20149253731344","0","0","0"
"7697","false","9","0.4","0","500","40","9","0.3","1","0.8","4","326","2.6269113149847096","28.568807339449542","43.95","185.70967741935485","43.95","0","185.70967741935485","0","0","0"
"7701","false","9","0.4","0","500","40","9","0.3","1","0.8","6","326","2.3730886850152904","29.400611620795107","38.04761904761905","196.23008849557522","38.04761904761905","0","196.23008849557522","0","0","0"
"7699","false","9","0.4","0","500","40","9","0.3","1","0.8","4","321","2.1490683229813663","29.934782608695652","39.44444444444444","200.2015503875969","39.44444444444444","0","200.2015503875969","0","0","0"
"7700","false","9","0.4","0","500","40","9","0.3","1","0.8","4","332","1.4774774774774775","29.063063063063062","33.8","180.30172413793105","33.8","0","180.30172413793105","0","0","0"
"7702","false","9","0.4","0","500","40","9","0.3","1","0.8","6","333","1.658682634730539","28.931137724550897","31.77777777777778","194.46610169491527","31.77777777777778","0","194.46610169491527","0","0","0"
"7703","false","9","0.4","0","500","40","9","0.3","1","0.8","6","500","1.246","26.992","30.666666666666668","244.29113924050634","30.666666666666668","0","244.29113924050634","0","0","0"
"7704","false","9","0.4","0","500","40","9","0.3","1","0.8","6","319","1.91875","30.365625","37.11764705882353","182.01626016260164","37.11764705882353","0","182.01626016260164","0","0","0"
"7707","false","9","0.4","0","500","40","9","0.3","1","0.8","6","316","2.952681388012618","29.599369085173503","38.44","183.2016806722689","38.44","0","183.2016806722689","0","0","0"
"7706","false","9","0.4","0","500","40","9","0.3","1","0.8","6","321","1.7329192546583851","30.341614906832298","35.875","169.62043795620437","35.875","0","169.62043795620437","0","0","0"
"7705","false","9","0.4","0","500","40","9","0.3","1","0.8","6","321","2.9751552795031055","29.788819875776397","40.916666666666664","199.96428571428572","40.916666666666664","0","199.96428571428572","0","0","0"
"7710","false","9","0.4","0","500","40","9","0.3","1","0.8","6","331","2.1626506024096384","28.34036144578313","33.63636363636363","197.27272727272728","33.63636363636363","0","197.27272727272728","0","0","0"
"7709","false","9","0.4","0","500","40","9","0.3","1","0.8","6","335","1.8303571428571428","27.988095238095237","31.75","191.35576923076923","31.75","0","191.35576923076923","0","0","0"
"7708","false","9","0.4","0","500","40","9","0.3","1","0.8","6","329","2.824242424242424","28.78787878787879","43.36363636363637","194.3362831858407","43.36363636363637","0","194.3362831858407","0","0","0"
"7711","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.732","25.648","42.23809523809524","190.82291666666666","42.23809523809524","0","190.82291666666666","0","0","0"
"7713","false","9","0.4","0","500","40","9","0.3","1","1","2","500","2.108","25.744","43.16","208.39166666666668","43.16","0","208.39166666666668","0","0","0"
"7716","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.412","25.888","36.3","164.79611650485438","36.3","0","164.79611650485438","0","0","0"
"7712","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.296","26.492","44.2","182.2941176470588","44.2","0","182.2941176470588","0","0","0"
"7715","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.09","26.016","33.11764705882353","223.94392523364485","33.11764705882353","0","223.94392523364485","0","0","0"
"7718","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.692","25.906","39.45454545454545","172.8556701030928","39.45454545454545","0","172.8556701030928","0","0","0"
"7714","false","9","0.4","0","500","40","9","0.3","1","1","2","500","2.05","25.848","47.72727272727273","183.80612244897958","47.72727272727273","0","183.80612244897958","0","0","0"
"7719","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.592","25.664","40.8","194.36363636363637","40.8","0","194.36363636363637","0","0","0"
"7720","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.144","25.696","45","211.32631578947368","45","0","211.32631578947368","0","0","0"
"7717","false","9","0.4","0","500","40","9","0.3","1","1","2","500","1.336","26.578","40.294117647058826","177.85185185185185","40.294117647058826","0","177.85185185185185","0","0","0"
"7723","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.456","25.788","41.44444444444444","193.83168316831683","41.44444444444444","0","193.83168316831683","0","0","0"
"7722","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.2","26.112","32.578947368421055","180.79245283018867","32.578947368421055","0","180.79245283018867","0","0","0"
"7721","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.552","26.304","39.8","185.40740740740742","39.8","0","185.40740740740742","0","0","0"
"7724","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.858","26.342","43.22727272727273","194.63779527559055","43.22727272727273","0","194.63779527559055","0","0","0"
"7725","false","9","0.4","0","500","40","9","0.3","1","1","4","500","2.25","25.822","44.92307692307692","218.62616822429908","44.92307692307692","0","218.62616822429908","0","0","0"
"7726","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.746","25.918","44.65","177.61165048543688","44.65","0","177.61165048543688","0","0","0"
"7727","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.556","26.208","41.94736842105263","207.98275862068965","41.94736842105263","0","207.98275862068965","0","0","0"
"7728","false","9","0.4","0","500","40","9","0.3","1","1","4","500","2.238","25.918","49.65217391304348","182.15151515151516","49.65217391304348","0","182.15151515151516","0","0","0"
"7731","false","9","0.4","0","500","40","9","0.3","1","1","6","500","2.25","25.85","52.95454545454545","191.94117647058823","52.95454545454545","0","191.94117647058823","0","0","0"
"7729","false","9","0.4","0","500","40","9","0.3","1","1","4","500","2.158","26.268","47.91304347826087","183.6782608695652","47.91304347826087","0","183.6782608695652","0","0","0"
"7733","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.19","26.018","36.05882352941177","186.09345794392524","36.05882352941177","0","186.09345794392524","0","0","0"
"7730","false","9","0.4","0","500","40","9","0.3","1","1","4","500","1.982","25.694","44.08695652173913","175.16190476190476","44.08695652173913","0","175.16190476190476","0","0","0"
"7732","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.39","26.096","37.63157894736842","186.42708333333334","37.63157894736842","0","186.42708333333334","0","0","0"
"7734","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.978","26.3","44","168.76666666666668","44","0","168.76666666666668","0","0","0"
"7736","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.236","26.62","37.35294117647059","179.2","37.35294117647059","0","179.2","0","0","0"
"7735","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.33","25.682","37.94444444444444","178.0744680851064","37.94444444444444","0","178.0744680851064","0","0","0"
"7737","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.288","25.968","41.25","165.367816091954","41.25","0","165.367816091954","0","0","0"
"7740","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.328","25.834","34.2","210.13861386138615","34.2","0","210.13861386138615","0","0","0"
"7738","false","9","0.4","0","500","40","9","0.3","1","1","6","500","1.51","26.34","37","178.4862385321101","37","0","178.4862385321101","0","0","0"
"7739","false","9","0.4","0","500","40","9","0.3","1","1","6","500","2.044","26.31","45.47826086956522","189.74576271186442","45.47826086956522","0","189.74576271186442","0","0","0"
"7742","false","9","0.4","0","500","40","27","0.3","1","0","2","500","0.772","42.256","36.09090909090909","236.68446601941747","36.09090909090909","0","236.68446601941747","0","0","0"
"7741","false","9","0.4","0","500","40","27","0.3","1","0","2","500","2.24","42.08","47.666666666666664","269.56310679611653","47.666666666666664","0","269.56310679611653","0","0","0"
"7744","false","9","0.4","0","500","40","27","0.3","1","0","2","500","1.724","41.78","42.666666666666664","255.76923076923077","42.666666666666664","0","255.76923076923077","0","0","0"
"7743","false","9","0.4","0","500","40","27","0.3","1","0","2","500","2.586","41.546","49.592592592592595","265.23762376237624","49.592592592592595","0","265.23762376237624","0","0","0"
"7745","false","9","0.4","0","500","40","27","0.3","1","0","2","500","1.712","41.608","43.85","235.3695652173913","43.85","0","235.3695652173913","0","0","0"
"7747","false","9","0.4","0","500","40","27","0.3","1","0","2","500","1.55","41.96","52.666666666666664","257.9078341013825","52.666666666666664","0","257.9078341013825","0","0","0"
"7746","false","9","0.4","0","500","40","27","0.3","1","0","2","500","2.788","42.014","53.666666666666664","244.94418604651162","53.666666666666664","0","244.94418604651162","0","0","0"
"7748","false","9","0.4","0","500","40","27","0.3","1","0","2","500","1.242","42.086","39.8125","230.86153846153846","39.8125","0","230.86153846153846","0","0","0"
"7749","false","9","0.4","0","500","40","27","0.3","1","0","2","500","1.656","42.074","44.578947368421055","234.47029702970298","44.578947368421055","0","234.47029702970298","0","0","0"
"7750","false","9","0.4","0","500","40","27","0.3","1","0","2","500","2.402","41.474","47.92307692307692","239.109375","47.92307692307692","0","239.109375","0","0","0"
"7751","false","9","0.4","0","500","40","27","0.3","1","0","4","500","2.632","41.304","51.61538461538461","239.4","51.61538461538461","0","239.4","0","0","0"
"7752","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.306","41.766","39.411764705882355","239.50857142857143","39.411764705882355","0","239.50857142857143","0","0","0"
"7753","false","9","0.4","0","500","40","27","0.3","1","0","4","500","2.144","41.522","47.65217391304348","212.38888888888889","47.65217391304348","0","212.38888888888889","0","0","0"
"7756","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.196","41.852","36.1764705882353","235.35955056179776","36.1764705882353","0","235.35955056179776","0","0","0"
"7754","false","9","0.4","0","500","40","27","0.3","1","0","4","500","2.69","41.424","49.57142857142857","249.47894736842105","49.57142857142857","0","249.47894736842105","0","0","0"
"7755","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.78","42.104","50.44444444444444","247.75233644859813","50.44444444444444","0","247.75233644859813","0","0","0"
"7757","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.728","41.844","44.2","227.33802816901408","44.2","0","227.33802816901408","0","0","0"
"7758","false","9","0.4","0","500","40","27","0.3","1","0","4","500","2.45","41.982","50","240.56363636363636","50","0","240.56363636363636","0","0","0"
"7759","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.324","42.272","39.94117647058823","245.22043010752688","39.94117647058823","0","245.22043010752688","0","0","0"
"7760","false","9","0.4","0","500","40","27","0.3","1","0","4","500","1.612","41.996","43.526315789473685","242.55609756097562","43.526315789473685","0","242.55609756097562","0","0","0"
"7762","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.62","41.656","43.63157894736842","243.6157894736842","43.63157894736842","0","243.6157894736842","0","0","0"
"7761","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.712","42.294","39.90909090909091","223.96039603960395","39.90909090909091","0","223.96039603960395","0","0","0"
"7777","false","9","0.4","0","500","40","27","0.3","1","0.2","2","96","9.474226804123711","35.1958762886598","44.76190476190476","62.850746268656714","44.76190476190476","0","62.850746268656714","0","0","0"
"7763","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.722","41.934","42.76190476190476","223.1044776119403","42.76190476190476","0","223.1044776119403","0","0","0"
"7780","false","9","0.4","0","500","40","27","0.3","1","0.2","2","84","9.282352941176471","41.51764705882353","47.411764705882355","62.25757575757576","47.411764705882355","0","62.25757575757576","0","0","0"
"7764","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.742","41.892","44.55","255.05418719211823","44.55","0","255.05418719211823","0","0","0"
"7786","false","9","0.4","0","500","40","27","0.3","1","0.2","4","93","10.585106382978724","36.244680851063826","44.458333333333336","64.60317460317461","44.458333333333336","0","64.60317460317461","0","0","0"
"7765","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.5","41.93","42.666666666666664","229.79775280898878","42.666666666666664","0","229.79775280898878","0","0","0"
"7772","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.434","36.368","40.888888888888886","204.4848484848485","40.888888888888886","0","204.4848484848485","0","0","0"
"7767","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.656","41.392","43.3","257.75935828877004","43.3","0","257.75935828877004","0","0","0"
"7766","false","9","0.4","0","500","40","27","0.3","1","0","6","500","2.066","41.314","46.26086956521739","249.1611111111111","46.26086956521739","0","249.1611111111111","0","0","0"
"7771","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.55","36.824","44.111111111111114","218.58373205741626","44.111111111111114","0","218.58373205741626","0","0","0"
"7769","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.626","41.586","48.8235294117647","259.79896907216494","48.8235294117647","0","259.79896907216494","0","0","0"
"7768","false","9","0.4","0","500","40","27","0.3","1","0","6","500","1.842","41.972","42.86363636363637","238.82673267326732","42.86363636363637","0","238.82673267326732","0","0","0"
"7773","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.818","36.748","44.857142857142854","219.20398009950247","44.857142857142854","0","219.20398009950247","0","0","0"
"7770","false","9","0.4","0","500","40","27","0.3","1","0","6","500","2.356","41.724","47.84615384615385","247.65365853658537","47.84615384615385","0","247.65365853658537","0","0","0"
"7774","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.722","36.594","42.142857142857146","221.25112107623318","42.142857142857146","0","221.25112107623318","0","0","0"
"7776","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.784","35.762","45.6","224.41232227488152","45.6","0","224.41232227488152","0","0","0"
"7775","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.102","36.626","46.916666666666664","219.39732142857142","46.916666666666664","0","219.39732142857142","0","0","0"
"7796","false","9","0.4","0","500","40","27","0.3","1","0.2","6","86","10.195402298850574","39.35632183908046","43.23809523809524","63.26984126984127","43.23809523809524","0","63.26984126984127","0","0","0"
"7793","false","9","0.4","0","500","40","27","0.3","1","0.2","6","87","15.977272727272727","39.20454545454545","52.535714285714285","65.27272727272727","52.535714285714285","0","65.27272727272727","0","0","0"
"7778","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","1.952","36.186","45.54545454545455","229.17241379310346","45.54545454545455","0","229.17241379310346","0","0","0"
"7781","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.876","35.702","45.666666666666664","195.72282608695653","45.666666666666664","0","195.72282608695653","0","0","0"
"7779","false","9","0.4","0","500","40","27","0.3","1","0.2","2","500","2.07","37.434","50.285714285714285","240.3962962962963","50.285714285714285","0","240.3962962962963","0","0","0"
"7782","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.094","35.866","33.1764705882353","208.68947368421053","33.1764705882353","0","208.68947368421053","0","0","0"
"7783","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","2.638","36.096","49.851851851851855","219.53773584905662","49.851851851851855","0","219.53773584905662","0","0","0"
"7785","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","0.918","36.706","36.38461538461539","211.05769230769232","36.38461538461539","0","211.05769230769232","0","0","0"
"7784","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.726","37.516","44.85","211.79126213592232","44.85","0","211.79126213592232","0","0","0"
"7787","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","2.06","37.078","47.81818181818182","208.8488888888889","47.81818181818182","0","208.8488888888889","0","0","0"
"7788","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.006","37.452","32.4375","235.04845814977975","32.4375","0","235.04845814977975","0","0","0"
"7789","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.498","35.95","45.05882352941177","202.37696335078533","45.05882352941177","0","202.37696335078533","0","0","0"
"7790","false","9","0.4","0","500","40","27","0.3","1","0.2","4","500","1.196","36.872","38.375","209.2227488151659","38.375","0","209.2227488151659","0","0","0"
"7791","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.93","36.846","44.86363636363637","232.86607142857142","44.86363636363637","0","232.86607142857142","0","0","0"
"7792","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.39","37.154","39.611111111111114","207.56363636363636","39.611111111111114","0","207.56363636363636","0","0","0"
"7799","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.446","36.236","39.94736842105263","228.23853211009174","39.94736842105263","0","228.23853211009174","0","0","0"
"7794","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.982","36.752","48.19047619047619","209.38565022421525","48.19047619047619","0","209.38565022421525","0","0","0"
"7795","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","2.11","37.474","47.083333333333336","226.768","47.083333333333336","0","226.768","0","0","0"
"7798","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","2.34","35.964","49.791666666666664","204.90384615384616","49.791666666666664","0","204.90384615384616","0","0","0"
"7797","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.944","37.61","43.391304347826086","225.1491935483871","43.391304347826086","0","225.1491935483871","0","0","0"
"7800","false","9","0.4","0","500","40","27","0.3","1","0.2","6","500","1.95","37.262","46.31818181818182","210.06930693069307","46.31818181818182","0","210.06930693069307","0","0","0"
"7801","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.652","38.514","44.473684210526315","263.0854271356784","44.473684210526315","0","263.0854271356784","0","0","0"
"7802","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.332","38.6","40.1764705882353","264.1899441340782","40.1764705882353","0","264.1899441340782","0","0","0"
"7804","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.446","38.806","41.166666666666664","267.88832487309645","41.166666666666664","0","267.88832487309645","0","0","0"
"7805","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","2.182","38.556","48.43478260869565","255.66666666666666","48.43478260869565","0","255.66666666666666","0","0","0"
"7803","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","2.15","39.662","44.84","248.92916666666667","44.84","0","248.92916666666667","0","0","0"
"7808","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.818","39.156","44.285714285714285","267.8666666666667","44.285714285714285","0","267.8666666666667","0","0","0"
"7806","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","2.264","38.95","48.291666666666664","260.3665158371041","48.291666666666664","0","260.3665158371041","0","0","0"
"7809","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.618","38.722","48.588235294117645","244.70243902439023","48.588235294117645","0","244.70243902439023","0","0","0"
"7807","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","2.126","38.968","51.61904761904762","253.2325581395349","51.61904761904762","0","253.2325581395349","0","0","0"
"7810","false","9","0.4","0","500","40","27","0.3","1","0.4","2","500","1.518","39.322","45.64705882352941","252.87012987012986","45.64705882352941","0","252.87012987012986","0","0","0"
"7812","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.42","38.278","40.44444444444444","237.14545454545456","40.44444444444444","0","237.14545454545456","0","0","0"
"7813","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.514","39.028","45.529411764705884","235.83084577114428","45.529411764705884","0","235.83084577114428","0","0","0"
"7811","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","2.322","38.802","49.416666666666664","253.4158878504673","49.416666666666664","0","253.4158878504673","0","0","0"
"7815","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","0.994","38.782","42.416666666666664","270.23280423280426","42.416666666666664","0","270.23280423280426","0","0","0"
"7814","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.992","38.938","44.30434782608695","261.7361111111111","44.30434782608695","0","261.7361111111111","0","0","0"
"7816","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","2.038","38.832","51.95","240.95454545454547","51.95","0","240.95454545454547","0","0","0"
"7817","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.834","39.184","49.26315789473684","258.412037037037","49.26315789473684","0","258.412037037037","0","0","0"
"7818","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.456","38.908","41.44444444444444","239.62626262626262","41.44444444444444","0","239.62626262626262","0","0","0"
"7823","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","2.428","38.896","54.56521739130435","262.0622009569378","54.56521739130435","0","262.0622009569378","0","0","0"
"7819","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.186","39.636","38.0625","264.3700440528634","38.0625","0","264.3700440528634","0","0","0"
"7820","false","9","0.4","0","500","40","27","0.3","1","0.4","4","500","1.252","39.374","37.8235294117647","249.51363636363635","37.8235294117647","0","249.51363636363635","0","0","0"
"7821","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.748","38.76","47","262.3818181818182","47","0","262.3818181818182","0","0","0"
"7825","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.95","39.072","47.09090909090909","270.0316742081448","47.09090909090909","0","270.0316742081448","0","0","0"
"7822","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.746","39.652","49.5","255.98744769874477","49.5","0","255.98744769874477","0","0","0"
"7824","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","2.376","39.776","48.56","259.06477732793525","48.56","0","259.06477732793525","0","0","0"
"7826","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.762","38.286","39.30434782608695","254.242774566474","39.30434782608695","0","254.242774566474","0","0","0"
"7827","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.464","39.184","44.05882352941177","258.71162790697673","44.05882352941177","0","258.71162790697673","0","0","0"
"7828","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.334","39.35","42.6875","248.9816513761468","42.6875","0","248.9816513761468","0","0","0"
"7829","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.29","39.086","41.375","250.16346153846155","41.375","0","250.16346153846155","0","0","0"
"7830","false","9","0.4","0","500","40","27","0.3","1","0.4","6","500","1.668","38.27","41.523809523809526","249.79444444444445","41.523809523809526","0","249.79444444444445","0","0","0"
"7831","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.574","41.274","36.77272727272727","241.03478260869565","36.77272727272727","0","241.03478260869565","0","0","0"
"7832","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.592","41.624","38.904761904761905","248.8953488372093","38.904761904761905","0","248.8953488372093","0","0","0"
"7833","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","0.886","41.924","24.31578947368421","257.75","24.31578947368421","0","257.75","0","0","0"
"7834","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.542","41.258","39.55","246.5873015873016","39.55","0","246.5873015873016","0","0","0"
"7836","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.548","41.148","39.8","250.85106382978722","39.8","0","250.85106382978722","0","0","0"
"7835","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.508","41.466","40.68421052631579","236.10756972111554","40.68421052631579","0","236.10756972111554","0","0","0"
"7837","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","2.418","40.946","45.77777777777778","251.18103448275863","45.77777777777778","0","251.18103448275863","0","0","0"
"7838","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","2.248","40.8","44.23076923076923","257.15770609319","44.23076923076923","0","257.15770609319","0","0","0"
"7839","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.512","40.9","38.8","254.9102564102564","38.8","0","254.9102564102564","0","0","0"
"7840","false","9","0.4","0","500","40","27","0.3","1","0.6","2","500","1.284","41.96","38.76470588235294","247.72764227642276","38.76470588235294","0","247.72764227642276","0","0","0"
"7841","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.038","41.356","29.833333333333332","268.6600790513834","29.833333333333332","0","268.6600790513834","0","0","0"
"7842","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.108","41.47","33.588235294117645","242.94871794871796","33.588235294117645","0","242.94871794871796","0","0","0"
"7843","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.654","41.648","44.526315789473685","248.25590551181102","44.526315789473685","0","248.25590551181102","0","0","0"
"7844","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.476","41.782","42","255.59756097560975","42","0","255.59756097560975","0","0","0"
"7845","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.866","41.922","43.45454545454545","256.748031496063","43.45454545454545","0","256.748031496063","0","0","0"
"7846","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","0.772","41.958","28.571428571428573","250.80632411067194","28.571428571428573","0","250.80632411067194","0","0","0"
"7848","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.33","41.152","36","246.6613545816733","36","0","246.6613545816733","0","0","0"
"7849","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.222","41.442","39.1875","257.58367346938775","39.1875","0","257.58367346938775","0","0","0"
"7847","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.144","42.058","32.77777777777778","253.7294520547945","32.77777777777778","0","253.7294520547945","0","0","0"
"7850","false","9","0.4","0","500","40","27","0.3","1","0.6","4","500","1.616","40.424","43.526315789473685","237.79828326180257","43.526315789473685","0","237.79828326180257","0","0","0"
"7851","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.018","42.074","40.15384615384615","254.9218106995885","40.15384615384615","0","254.9218106995885","0","0","0"
"7854","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.932","41.344","41.333333333333336","255.8360655737705","41.333333333333336","0","255.8360655737705","0","0","0"
"7852","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.426","41.664","34.95238095238095","260.21484375","34.95238095238095","0","260.21484375","0","0","0"
"7853","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.768","41.542","45.2","267.1356589147287","45.2","0","267.1356589147287","0","0","0"
"7855","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.84","41.302","41","250.7966804979253","41","0","250.7966804979253","0","0","0"
"7856","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.476","41.298","40.05263157894737","231.76639344262296","40.05263157894737","0","231.76639344262296","0","0","0"
"7858","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.106","41.614","33.529411764705884","235.36776859504133","33.529411764705884","0","235.36776859504133","0","0","0"
"7857","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.172","41.146","30.3","253.22727272727272","30.3","0","253.22727272727272","0","0","0"
"7859","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.55","41.384","36.22727272727273","243.8781512605042","36.22727272727273","0","243.8781512605042","0","0","0"
"7860","false","9","0.4","0","500","40","27","0.3","1","0.6","6","500","1.366","40.492","38.94444444444444","265.0125","38.94444444444444","0","265.0125","0","0","0"
